//Ignore=true
Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,AllowsTearing,PresentMode,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange,WasBatched,DwmNotified,QPCTime
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.350057099998594,0.19230000000000,16.77900000000000,0,Hardware Composed: Independent Flip,14.47950000000000,31.25620000000000,16.77470000000000,0,0,121395460757
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.366366999998718,0.17380000000000,16.30990000000000,0,Hardware Composed: Independent Flip,14.94370000000000,31.51620000000000,16.56990000000000,0,0,121395623856
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.383746799998335,0.20640000000000,17.37980000000000,0,Hardware Composed: Independent Flip,14.13430000000000,30.92340000000000,16.78700000000000,0,0,121395797654
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.399770399999397,0.15670000000000,16.02360000000000,0,Hardware Composed: Independent Flip,14.89710000000000,31.48900000000000,16.58920000000000,0,0,121395957890
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.417264299998351,0.19830000000000,17.49390000000000,0,Hardware Composed: Independent Flip,13.99250000000000,30.70300000000000,16.70790000000000,0,0,121396132829
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.432968399998572,0.17330000000000,15.70410000000000,0,Hardware Composed: Independent Flip,14.99640000000000,31.64330000000000,16.64440000000000,0,0,121396289870
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.45020779999868,0.20550000000000,17.23940000000000,0,Hardware Composed: Independent Flip,14.40160000000000,31.10860000000000,16.70470000000000,0,0,121396462264
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.46649029999935,0.16000000000000,16.28250000000000,0,Hardware Composed: Independent Flip,14.82350000000000,31.50980000000000,16.68370000000000,0,0,121396625089
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.483937799999694,0.22470000000000,17.44750000000000,0,Hardware Composed: Independent Flip,14.05660000000000,30.73590000000000,16.67360000000000,0,0,121396799564
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.500022799998987,0.17060000000000,16.08500000000000,0,Hardware Composed: Independent Flip,14.64830000000000,31.30750000000000,16.65660000000000,0,0,121396960414
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.516970099999526,0.19920000000000,16.94730000000000,0,Hardware Composed: Independent Flip,14.35810000000000,31.05740000000000,16.69720000000000,0,0,121397129887
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.533213899998373,0.16720000000000,16.24380000000000,0,Hardware Composed: Independent Flip,14.81110000000000,31.48530000000000,16.67170000000000,0,0,121397292325
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.550423999999111,0.18880000000000,17.21010000000000,0,Hardware Composed: Independent Flip,14.27290000000000,30.96600000000000,16.69080000000000,0,0,121397464426
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.566645999999309,0.18980000000000,16.22200000000000,0,Hardware Composed: Independent Flip,14.74130000000000,31.40430000000000,16.66030000000000,0,0,121397626646
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.583816299998944,0.19620000000000,17.17030000000000,0,Hardware Composed: Independent Flip,14.23190000000000,30.94470000000000,16.71070000000000,0,0,121397798349
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.600073299998257,0.18090000000000,16.25700000000000,0,Hardware Composed: Independent Flip,14.68510000000000,31.41550000000000,16.72780000000000,0,0,121397960919
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.617026399999304,0.80910000000000,16.95310000000000,0,Hardware Composed: Independent Flip,14.46010000000000,31.08320000000000,16.62080000000000,0,0,121398130450
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.633474799999021,0.99060000000000,16.44840000000000,0,Hardware Composed: Independent Flip,14.63210000000000,31.28160000000000,16.64680000000000,0,0,121398294934
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.650425099998756,0.20890000000000,16.95030000000000,0,Hardware Composed: Independent Flip,14.32910000000000,31.04610000000000,16.71480000000000,0,0,121398464437
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.666839099998469,0.19560000000000,16.41400000000000,0,Hardware Composed: Independent Flip,14.62960000000000,31.29640000000000,16.66430000000000,0,0,121398628577
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.683803299998544,0.21260000000000,16.96420000000000,0,Hardware Composed: Independent Flip,14.32990000000000,31.03410000000000,16.70190000000000,0,0,121398798219
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.700258799999574,0.16740000000000,16.45550000000000,0,Hardware Composed: Independent Flip,14.57580000000000,31.30900000000000,16.73040000000000,0,0,121398962774
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.717101399999592,0.18280000000000,16.84260000000000,0,Hardware Composed: Independent Flip,14.46400000000000,31.11030000000000,16.64390000000000,0,0,121399131200
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.733454399998664,0.15540000000000,16.35300000000000,0,Hardware Composed: Independent Flip,14.75450000000000,31.47620000000000,16.71890000000000,0,0,121399294730
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.750619199998255,1.06380000000000,17.16480000000000,0,Hardware Composed: Independent Flip,14.30510000000000,30.93720000000000,16.62580000000000,0,0,121399466378
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.766952899999524,0.23070000000000,16.33370000000000,0,Hardware Composed: Independent Flip,14.60110000000000,31.33060000000000,16.72710000000000,0,0,121399629715
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.784205999998449,0.18260000000000,17.25310000000000,0,Hardware Composed: Independent Flip,14.07540000000000,30.69950000000000,16.62200000000000,0,0,121399802246
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.800609699999768,1.74410000000000,16.40370000000000,0,Hardware Composed: Independent Flip,14.29310000000000,30.96120000000000,16.66540000000000,0,0,121399966283
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.817542299999332,0.20030000000000,16.93260000000000,0,Hardware Composed: Independent Flip,14.02610000000000,30.71200000000000,16.68340000000000,0,0,121400135609
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.833798999999999,0.18140000000000,16.25670000000000,0,Hardware Composed: Independent Flip,14.45260000000000,31.20150000000000,16.74620000000000,0,0,121400298176
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.851016499998877,0.20400000000000,17.21750000000000,0,Hardware Composed: Independent Flip,13.97790000000000,30.59020000000000,16.60620000000000,0,0,121400470351
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.866968399999678,0.16340000000000,15.95190000000000,0,Hardware Composed: Independent Flip,14.63570000000000,31.29680000000000,16.65850000000000,0,0,121400629870
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.883954499999163,0.98620000000000,16.98610000000000,0,Hardware Composed: Independent Flip,14.30860000000000,30.99250000000000,16.68180000000000,0,0,121400799731
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.900509399998555,0.15850000000000,16.55490000000000,0,Hardware Composed: Independent Flip,14.43520000000000,31.17640000000000,16.73880000000000,0,0,121400965280
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.917301799998313,0.19740000000000,16.79240000000000,0,Hardware Composed: Independent Flip,14.38230000000000,31.04010000000000,16.65610000000000,0,0,121401133204
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.933808599998883,0.19460000000000,16.50680000000000,0,Hardware Composed: Independent Flip,14.53130000000000,31.19190000000000,16.65860000000000,0,0,121401298272
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.950475199999346,0.19170000000000,16.66660000000000,0,Hardware Composed: Independent Flip,14.52350000000000,31.20510000000000,16.67980000000000,0,0,121401464938
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.966780999999173,0.29270000000000,16.30580000000000,0,Hardware Composed: Independent Flip,14.89730000000000,31.63060000000000,16.73130000000000,0,0,121401627996
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,0.983749799999714,0.20700000000000,16.96880000000000,0,Hardware Composed: Independent Flip,14.66000000000000,31.35160000000000,16.68980000000000,0,0,121401797684
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.00024299999859,0.20540000000000,16.49320000000000,0,Hardware Composed: Independent Flip,14.85620000000000,31.50380000000000,16.64540000000000,0,0,121401962616
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.01721689999977,0.22670000000000,16.97390000000000,0,Hardware Composed: Independent Flip,14.52350000000000,31.27960000000000,16.74970000000000,0,0,121402132355
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.03355199999896,0.14800000000000,16.33510000000000,0,Hardware Composed: Independent Flip,14.94170000000000,31.56020000000000,16.61570000000000,0,0,121402295706
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.05097099999875,0.20870000000000,17.41900000000000,0,Hardware Composed: Independent Flip,14.13870000000000,30.82030000000000,16.67910000000000,0,0,121402469896
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.0674100999986,0.21420000000000,16.43910000000000,0,Hardware Composed: Independent Flip,14.37820000000000,31.06490000000000,16.68370000000000,0,0,121402634287
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.08430539999972,0.20150000000000,16.89530000000000,0,Hardware Composed: Independent Flip,14.16720000000000,30.89870000000000,16.72910000000000,0,0,121402803240
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.10086159999992,0.19690000000000,16.55620000000000,0,Hardware Composed: Independent Flip,14.33990000000000,30.90480000000000,16.56230000000000,0,0,121402968802
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.11761609999849,0.20360000000000,16.75450000000000,0,Hardware Composed: Independent Flip,14.14780000000000,30.96340000000000,16.81310000000000,0,0,121403136347
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.13392349999958,0.17720000000000,16.30740000000000,0,Hardware Composed: Independent Flip,14.65350000000000,31.30850000000000,16.65250000000000,0,0,121403299421
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.15085819999877,0.18150000000000,16.93470000000000,0,Hardware Composed: Independent Flip,14.37160000000000,31.02190000000000,16.64810000000000,0,0,121403468768
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.16754839999885,0.16530000000000,16.69020000000000,0,Hardware Composed: Independent Flip,14.32930000000000,30.94910000000000,16.61740000000000,0,0,121403635670
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.18419459999859,0.23610000000000,16.64620000000000,0,Hardware Composed: Independent Flip,14.30090000000000,31.04200000000000,16.73910000000000,0,0,121403802132
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.20022779999999,0.18600000000000,16.03320000000000,0,Hardware Composed: Independent Flip,15.00620000000000,31.62660000000000,16.61780000000000,0,0,121403962464
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.2201714999992,0.17950000000000,19.94370000000000,0,Hardware Composed: Independent Flip,11.68040000000000,28.38970000000000,16.70680000000000,0,0,121404161901
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.23850139999922,1.34420000000000,18.32990000000000,0,Hardware Composed: Independent Flip,10.05690000000000,26.72610000000000,16.66630000000000,0,0,121404345200
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.25420359999953,0.70040000000000,15.70220000000000,0,Hardware Composed: Independent Flip,11.02160000000000,27.70390000000000,16.68000000000000,0,0,121404502222
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.26716979999946,0.16040000000000,12.96620000000000,0,Hardware Composed: Independent Flip,14.73510000000000,31.39480000000000,16.65710000000000,0,0,121404631884
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.28413649999857,0.27700000000000,16.96670000000000,0,Hardware Composed: Independent Flip,14.42550000000000,31.18010000000000,16.75200000000000,0,0,121404801551
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.30042439999852,0.39680000000000,16.28790000000000,0,Hardware Composed: Independent Flip,14.88920000000000,31.54070000000000,16.64850000000000,0,0,121404964430
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.31814109999868,0.22870000000000,17.71670000000000,0,Hardware Composed: Independent Flip,13.82140000000000,30.51420000000000,16.69020000000000,0,0,121405141597
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.33443389999957,1.39140000000000,16.29280000000000,0,Hardware Composed: Independent Flip,14.21870000000000,30.88390000000000,16.66250000000000,0,0,121405304525
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.35102249999909,1.71340000000000,16.58860000000000,0,Hardware Composed: Independent Flip,14.29300000000000,31.00420000000000,16.70890000000000,0,0,121405470411
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.36739089999901,0.16640000000000,16.36840000000000,0,Hardware Composed: Independent Flip,14.63310000000000,31.35490000000000,16.71910000000000,0,0,121405634095
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.3844885999988,0.19980000000000,17.09770000000000,0,Hardware Composed: Independent Flip,14.25490000000000,30.95160000000000,16.69440000000000,0,0,121405805072
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.40092279999953,0.18350000000000,16.43420000000000,0,Hardware Composed: Independent Flip,14.51510000000000,31.12190000000000,16.60450000000000,0,0,121405969414
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.41774149999947,0.18350000000000,16.81870000000000,0,Hardware Composed: Independent Flip,14.30100000000000,30.98180000000000,16.67860000000000,0,0,121406137601
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.43406309999955,0.17460000000000,16.32160000000000,0,Hardware Composed: Independent Flip,14.65770000000000,31.40140000000000,16.74120000000000,0,0,121406300817
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.451082399999,0.18940000000000,17.01930000000000,0,Hardware Composed: Independent Flip,14.37950000000000,30.97760000000000,16.59550000000000,0,0,121406471010
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.467110399999,0.14440000000000,16.02800000000000,0,Hardware Composed: Independent Flip,14.94700000000000,31.59430000000000,16.64470000000000,0,0,121406631290
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.48424599999998,0.21690000000000,17.13560000000000,0,Hardware Composed: Independent Flip,14.45620000000000,31.17330000000000,16.71460000000000,0,0,121406802646
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.50093989999914,0.18800000000000,16.69390000000000,0,Hardware Composed: Independent Flip,14.47680000000000,31.12300000000000,16.64360000000000,0,0,121406969585
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.51771469999949,0.20800000000000,16.77480000000000,0,Hardware Composed: Independent Flip,14.34620000000000,31.16240000000000,16.81420000000000,0,0,121407137333
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.53412919999937,0.17330000000000,16.41450000000000,0,Hardware Composed: Independent Flip,14.74560000000000,31.40210000000000,16.65420000000000,0,0,121407301478
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.55131159999837,0.19450000000000,17.18240000000000,0,Hardware Composed: Independent Flip,14.21710000000000,30.82650000000000,16.60680000000000,0,0,121407473302
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.56745559999945,0.16720000000000,16.14400000000000,0,Hardware Composed: Independent Flip,14.67970000000000,31.45020000000000,16.76770000000000,0,0,121407634742
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.58465679999972,0.22620000000000,17.20120000000000,0,Hardware Composed: Independent Flip,14.24660000000000,30.86000000000000,16.61100000000000,0,0,121407806754
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.60073999999986,0.17730000000000,16.08320000000000,0,Hardware Composed: Independent Flip,14.77400000000000,31.51490000000000,16.73810000000000,0,0,121407967586
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.61780689999978,0.20170000000000,17.06690000000000,0,Hardware Composed: Independent Flip,14.44590000000000,31.06320000000000,16.61520000000000,0,0,121408138255
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.6370208999997,0.60600000000000,19.21400000000000,0,Hardware Composed: Independent Flip,11.84640000000000,28.50220000000000,16.65300000000000,0,0,121408330395
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.65474229999927,0.17010000000000,17.72140000000000,0,Hardware Composed: Independent Flip,10.77860000000000,27.48220000000000,16.70140000000000,0,0,121408507609
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.67313999999897,0.27040000000000,18.39770000000000,0,Hardware Composed: Independent Flip,9.08210000000000,25.83180000000000,16.74730000000000,0,0,121408691586
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.68427859999974,0.16670000000000,11.13860000000000,0,Hardware Composed: Independent Flip,14.68710000000000,31.39230000000000,16.69910000000000,0,0,121408802972
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.7009210999986,0.26800000000000,16.64250000000000,0,Hardware Composed: Independent Flip,14.74720000000000,31.37910000000000,16.62930000000000,0,0,121408969397
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.71838969999953,0.23280000000000,17.46860000000000,0,Hardware Composed: Independent Flip,13.90760000000000,30.53820000000000,16.62770000000000,0,0,121409144083
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.73427619999893,0.17900000000000,15.88650000000000,0,Hardware Composed: Independent Flip,14.64930000000000,31.32450000000000,16.67280000000000,0,0,121409302948
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.75110589999895,0.20680000000000,16.82970000000000,0,Hardware Composed: Independent Flip,14.49250000000000,31.30440000000000,16.80960000000000,0,0,121409471245
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.76777609999954,0.19440000000000,16.67020000000000,0,Hardware Composed: Independent Flip,14.63150000000000,31.27480000000000,16.64060000000000,0,0,121409637947
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.78471360000003,0.17230000000000,16.93750000000000,0,Hardware Composed: Independent Flip,14.33500000000000,30.96550000000000,16.62820000000000,0,0,121409807322
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.80140729999948,0.22840000000000,16.69370000000000,0,Hardware Composed: Independent Flip,14.26900000000000,31.02040000000000,16.74860000000000,0,0,121409974259
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.81817559999945,0.19750000000000,16.76830000000000,0,Hardware Composed: Independent Flip,14.24970000000000,30.81730000000000,16.56520000000000,0,0,121410141942
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.83423819999916,1.23290000000000,16.06260000000000,0,Hardware Composed: Independent Flip,14.75230000000000,31.51720000000000,16.76250000000000,0,0,121410302568
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.85134819999985,0.18450000000000,17.11000000000000,0,Hardware Composed: Independent Flip,14.40480000000000,31.19730000000000,16.79010000000000,0,0,121410473668
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.86770969999998,0.19680000000000,16.36150000000000,0,Hardware Composed: Independent Flip,14.83320000000000,31.42190000000000,16.58610000000000,0,0,121410637283
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.88509179999892,0.20130000000000,17.38210000000000,0,Hardware Composed: Independent Flip,14.03750000000000,30.65530000000000,16.61550000000000,0,0,121410811104
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.90118999999868,0.22800000000000,16.09820000000000,0,Hardware Composed: Independent Flip,14.55460000000000,31.17740000000000,16.62030000000000,0,0,121410972086
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.91802669999925,1.01950000000000,16.83670000000000,0,Hardware Composed: Independent Flip,14.33850000000000,31.06260000000000,16.72190000000000,0,0,121411140453
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.93428499999936,0.24010000000000,16.25830000000000,0,Hardware Composed: Independent Flip,14.80160000000000,31.44250000000000,16.63820000000000,0,0,121411303036
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.95143139999891,0.37710000000000,17.14640000000000,0,Hardware Composed: Independent Flip,14.29380000000000,31.09170000000000,16.79560000000000,0,0,121411474500
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.96793199999956,2.91450000000000,16.50060000000000,0,Hardware Composed: Independent Flip,14.58840000000000,31.16340000000000,16.57230000000000,0,0,121411639506
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,1.98483549999946,5.72230000000000,16.90350000000000,0,Hardware Composed: Independent Flip,14.25760000000000,30.94710000000000,16.68720000000000,0,0,121411808541
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,2.00128909999876,5.89250000000000,16.45360000000000,0,Hardware Composed: Independent Flip,14.49110000000000,31.25120000000000,16.75770000000000,0,0,121411973077
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,2.01803129999826,7.83510000000000,16.74220000000000,0,Hardware Composed: Independent Flip,14.50690000000000,31.10070000000000,16.59170000000000,0,0,121412140499
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,2.03479329999936,6.36130000000000,16.76200000000000,0,Hardware Composed: Independent Flip,14.33630000000000,31.02660000000000,16.68790000000000,0,0,121412308119
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,2.05161479999879,0.20750000000000,16.82150000000000,0,Hardware Composed: Independent Flip,14.20270000000000,30.93250000000000,16.72740000000000,0,0,121412476334
FIFA21.exe,10332,0x00000000C77C15B0,DXGI,1,0,0,2.06816349999826,0.84300000000000,16.54870000000000,0,Hardware Composed: Independent Flip,14.38130000000000,31.00130000000000,16.61750000000000,0,0,121412641821
